link,id,lat,lon
277221,59941,-91.688,41.688
173957,59941,-91.688,41.688
166565,59941,-91.688,41.688
159173,60166,-91.563,41.688
159173,59941,-91.688,41.688
319559,60166,-91.563,41.688
393478,59941,-91.688,41.688
388998,59941,-91.688,41.688
386310,59941,-91.688,41.688
383398,59716,-91.813,41.688
382054,59716,-91.813,41.688
377350,59716,-91.813,41.688
376454,59716,-91.813,41.688
375334,59941,-91.688,41.688
374662,59941,-91.688,41.688
372870,59716,-91.813,41.688
372646,59716,-91.813,41.688
363462,59941,-91.688,41.688
361222,59716,-91.813,41.688
361222,59715,-91.813,41.813
359206,59715,-91.813,41.813
357190,59941,-91.688,41.688
351590,59716,-91.813,41.688
351590,59715,-91.813,41.813
346662,59715,-91.813,41.813
346438,59715,-91.813,41.813
343078,59715,-91.813,41.813
340614,59941,-91.688,41.688
9991,59941,-91.688,41.688
2375,59941,-91.688,41.688
294245,59941,-91.688,41.688
214053,59715,-91.813,41.813
239141,59715,-91.813,41.813
339046,59491,-91.938,41.688
338822,59491,-91.938,41.688
338374,59491,-91.938,41.688
338374,59490,-91.938,41.813
338150,59490,-91.938,41.813
337702,59490,-91.938,41.813
337478,59490,-91.938,41.813
337254,59490,-91.938,41.813
337030,59490,-91.938,41.813
335910,59490,-91.938,41.813
332550,59490,-91.938,41.813
332326,59716,-91.813,41.688
330982,59716,-91.813,41.688
328518,59716,-91.813,41.688
327174,59490,-91.938,41.813
324038,59941,-91.688,41.688
323366,59716,-91.813,41.688
320678,59490,-91.938,41.813
318662,59941,-91.688,41.688
316646,59491,-91.938,41.688
316646,59490,-91.938,41.813
315974,59716,-91.813,41.688
314854,59941,-91.688,41.688
312166,59490,-91.938,41.813
310822,59716,-91.813,41.688
310598,59941,-91.688,41.688
310374,59941,-91.688,41.688
309702,59716,-91.813,41.688
309030,59716,-91.813,41.688
300742,59490,-91.938,41.813
298054,59941,-91.688,41.688
296038,59941,-91.688,41.688
291334,59716,-91.813,41.688
290214,59716,-91.813,41.688
290214,59491,-91.938,41.688
290214,59490,-91.938,41.813
289094,59941,-91.688,41.688
288646,59716,-91.813,41.688
287302,59490,-91.938,41.813
283718,59491,-91.938,41.688
282822,59490,-91.938,41.813
279014,59490,-91.938,41.813
277894,59941,-91.688,41.688
276774,59941,-91.688,41.688
275654,59941,-91.688,41.688
273638,59716,-91.813,41.688
272966,59716,-91.813,41.688
271174,59716,-91.813,41.688
268262,59716,-91.813,41.688
265350,59716,-91.813,41.688
264678,59941,-91.688,41.688
264454,59941,-91.688,41.688
264230,59490,-91.938,41.813
257958,59941,-91.688,41.688
255942,59490,-91.938,41.813
255270,59716,-91.813,41.688
250342,60166,-91.563,41.688
248102,59941,-91.688,41.688
247206,59941,-91.688,41.688
235334,59941,-91.688,41.688
231974,59491,-91.938,41.688
229062,59716,-91.813,41.688
227046,59716,-91.813,41.688
226822,59491,-91.938,41.688
225254,59491,-91.938,41.688
222118,59491,-91.938,41.688
214502,59941,-91.688,41.688
212486,59941,-91.688,41.688
212262,59716,-91.813,41.688
208006,59941,-91.688,41.688
204870,59491,-91.938,41.688
204870,59490,-91.938,41.813
202630,59941,-91.688,41.688
201734,59716,-91.813,41.688
201734,59491,-91.938,41.688
199494,59941,-91.688,41.688
193446,59491,-91.938,41.688
192326,60166,-91.563,41.688
192102,59941,-91.688,41.688
190982,59491,-91.938,41.688
189414,59941,-91.688,41.688
188070,59941,-91.688,41.688
185830,59941,-91.688,41.688
184934,59941,-91.688,41.688
182918,59491,-91.938,41.688
180678,60166,-91.563,41.688
178214,59941,-91.688,41.688
177990,59716,-91.813,41.688
176646,59941,-91.688,41.688
166342,59941,-91.688,41.688
163878,59716,-91.813,41.688
162982,59941,-91.688,41.688
162534,59490,-91.938,41.813
156710,59716,-91.813,41.688
154918,59941,-91.688,41.688
154694,59716,-91.813,41.688
153350,59716,-91.813,41.688
152006,59716,-91.813,41.688
149990,59491,-91.938,41.688
142598,59716,-91.813,41.688
140358,59491,-91.938,41.688
139014,59491,-91.938,41.688
139014,59490,-91.938,41.813
138790,59490,-91.938,41.813
131398,59716,-91.813,41.688
131174,59490,-91.938,41.813
129606,59941,-91.688,41.688
129382,59941,-91.688,41.688
128262,59716,-91.813,41.688
126918,59490,-91.938,41.813
123782,59716,-91.813,41.688
122214,59941,-91.688,41.688
113254,59490,-91.938,41.813
111462,59716,-91.813,41.688
110566,59716,-91.813,41.688
107206,59716,-91.813,41.688
106310,59490,-91.938,41.813
103846,59490,-91.938,41.813
102502,59941,-91.688,41.688
102278,59490,-91.938,41.813
100038,59716,-91.813,41.688
99814,59490,-91.938,41.813
98246,59941,-91.688,41.688
97798,59941,-91.688,41.688
96006,59716,-91.813,41.688
92870,59490,-91.938,41.813
90406,59941,-91.688,41.688
89286,59490,-91.938,41.813
87942,59941,-91.688,41.688
87718,59490,-91.938,41.813
87046,59490,-91.938,41.813
85926,59716,-91.813,41.688
85926,59941,-91.688,41.688
85702,59716,-91.813,41.688
85478,59716,-91.813,41.688
85478,59715,-91.813,41.813
84134,59715,-91.813,41.813
82790,59941,-91.688,41.688
81894,59716,-91.813,41.688
74726,59941,-91.688,41.688
74502,59490,-91.938,41.813
73158,59716,-91.813,41.688
71142,59716,-91.813,41.688
68678,59716,-91.813,41.688
67334,59490,-91.938,41.813
65542,59716,-91.813,41.688
59270,59490,-91.938,41.813
50982,59716,-91.813,41.688
50982,59715,-91.813,41.813
48742,59715,-91.813,41.813
47398,59941,-91.688,41.688
41798,59490,-91.938,41.813
40230,59941,-91.688,41.688
34854,59941,-91.688,41.688
32166,59490,-91.938,41.813
27910,59941,-91.688,41.688
26118,59941,-91.688,41.688
22982,59941,-91.688,41.688
22758,59490,-91.938,41.813
8870,59715,-91.813,41.813
8198,59941,-91.688,41.688
7974,59715,-91.813,41.813
7302,59490,-91.938,41.813
5958,59715,-91.813,41.813
3494,59716,-91.813,41.688
3494,59715,-91.813,41.813
1478,59715,-91.813,41.813
454407,59941,-91.688,41.688
453511,59941,-91.688,41.688
452839,59941,-91.688,41.688
452391,59941,-91.688,41.688
450823,59941,-91.688,41.688
449031,59716,-91.813,41.688
449031,59941,-91.688,41.688
447911,59716,-91.813,41.688
447687,59716,-91.813,41.688
446792,59716,-91.813,41.688
438503,60166,-91.563,41.688
438503,59941,-91.688,41.688
438055,60166,-91.563,41.688
437607,60166,-91.563,41.688
436487,60166,-91.563,41.688
434919,60166,-91.563,41.688
433799,60166,-91.563,41.688
432679,60166,-91.563,41.688
426630,60166,-91.563,41.688
408487,59941,-91.688,41.688
407143,59941,-91.688,41.688
406695,59941,-91.688,41.688
406247,59941,-91.688,41.688
406023,59716,-91.813,41.688
405127,59941,-91.688,41.688
404455,59716,-91.813,41.688
400871,59716,-91.813,41.688
398855,59941,-91.688,41.688
398631,59716,-91.813,41.688
398183,59716,-91.813,41.688
395495,59716,-91.813,41.688
393255,59716,-91.813,41.688
392583,59941,-91.688,41.688
391463,59716,-91.813,41.688
390791,59941,-91.688,41.688
388999,59716,-91.813,41.688
388775,59716,-91.813,41.688
388551,59716,-91.813,41.688
394822,59941,-91.688,41.688
385190,59716,-91.813,41.688
384518,59716,-91.813,41.688
348902,59941,-91.688,41.688
387879,59491,-91.938,41.688
387655,59491,-91.938,41.688
387431,59491,-91.938,41.688
387207,59491,-91.938,41.688
386983,59491,-91.938,41.688
386759,59491,-91.938,41.688
386535,59491,-91.938,41.688
386311,59491,-91.938,41.688
385863,59491,-91.938,41.688
385639,59491,-91.938,41.688
384743,59491,-91.938,41.688
384295,59491,-91.938,41.688
380487,59491,-91.938,41.688
378919,59716,-91.813,41.688
378695,59491,-91.938,41.688
375559,59491,-91.938,41.688
373991,59716,-91.813,41.688
369511,59941,-91.688,41.688
368839,59716,-91.813,41.688
367495,59491,-91.938,41.688
362343,59716,-91.813,41.688
356967,59716,-91.813,41.688
355847,59491,-91.938,41.688
354951,59716,-91.813,41.688
353831,59491,-91.938,41.688
350695,59491,-91.938,41.688
350471,59941,-91.688,41.688
349575,59941,-91.688,41.688
348903,59716,-91.813,41.688
348231,59491,-91.938,41.688
346439,59716,-91.813,41.688
346215,59491,-91.938,41.688
344871,59941,-91.688,41.688
341511,59491,-91.938,41.688
340167,59491,-91.938,41.688
338151,59716,-91.813,41.688
338151,59941,-91.688,41.688
337031,59491,-91.938,41.688
336359,59941,-91.688,41.688
336135,59716,-91.813,41.688
335911,59716,-91.813,41.688
335239,59716,-91.813,41.688
335015,59716,-91.813,41.688
333223,59716,-91.813,41.688
330983,59491,-91.938,41.688
328743,59941,-91.688,41.688
326503,59716,-91.813,41.688
326055,59716,-91.813,41.688
325607,59941,-91.688,41.688
323815,59491,-91.938,41.688
322471,59491,-91.938,41.688
308808,59716,-91.813,41.688
38664,59941,-91.688,41.688
339270,59491,-91.938,41.688
334790,59716,-91.813,41.688
333670,59716,-91.813,41.688
291782,59716,-91.813,41.688
312614,59941,-91.688,41.688
98022,59941,-91.688,41.688
321126,59941,-91.688,41.688
309254,59941,-91.688,41.688
121990,59941,-91.688,41.688
225702,60166,-91.563,41.688
225702,59941,-91.688,41.688
291558,59491,-91.938,41.688
271846,59716,-91.813,41.688
271846,59941,-91.688,41.688
212934,59716,-91.813,41.688
216742,59716,-91.813,41.688
274310,59491,-91.938,41.688
267142,59491,-91.938,41.688
193222,59491,-91.938,41.688
193222,59490,-91.938,41.813
202182,59491,-91.938,41.688
202182,59490,-91.938,41.813
214278,59716,-91.813,41.688
202406,59716,-91.813,41.688
200390,59491,-91.938,41.688
200390,59490,-91.938,41.813
225478,59716,-91.813,41.688
228390,59491,-91.938,41.688
216518,59491,-91.938,41.688
216518,59490,-91.938,41.813
220774,59716,-91.813,41.688
236454,59716,-91.813,41.688
236678,59941,-91.688,41.688
238470,60166,-91.563,41.688
236230,59491,-91.938,41.688
239590,59716,-91.813,41.688
245862,59491,-91.938,41.688
297607,59491,-91.938,41.688
288871,59941,-91.688,41.688
284615,59491,-91.938,41.688
279015,59716,-91.813,41.688
276999,59941,-91.688,41.688
276551,59491,-91.938,41.688
270279,59491,-91.938,41.688
270055,59716,-91.813,41.688
267815,60166,-91.563,41.688
265127,59941,-91.688,41.688
264903,59716,-91.813,41.688
264231,59716,-91.813,41.688
264007,59941,-91.688,41.688
256615,59716,-91.813,41.688
248103,59716,-91.813,41.688
238919,59941,-91.688,41.688
238023,59491,-91.938,41.688
235559,59716,-91.813,41.688
228839,59941,-91.688,41.688
228615,59716,-91.813,41.688
226823,59716,-91.813,41.688
226599,59491,-91.938,41.688
225031,59491,-91.938,41.688
223015,59941,-91.688,41.688
221671,59716,-91.813,41.688
218535,59716,-91.813,41.688
212263,59491,-91.938,41.688
208231,59491,-91.938,41.688
199719,59941,-91.688,41.688
195687,59941,-91.688,41.688
195463,59716,-91.813,41.688
194791,59716,-91.813,41.688
194791,59941,-91.688,41.688
191207,59941,-91.688,41.688
188071,59941,-91.688,41.688
183143,59491,-91.938,41.688
179111,59941,-91.688,41.688
174631,59491,-91.938,41.688
172839,60166,-91.563,41.688
172615,59941,-91.688,41.688
171943,60166,-91.563,41.688
169927,59491,-91.938,41.688
169703,59491,-91.938,41.688
168359,59491,-91.938,41.688
165671,59716,-91.813,41.688
165671,59491,-91.938,41.688
162983,59716,-91.813,41.688
156935,59716,-91.813,41.688
154471,59491,-91.938,41.688
152455,59716,-91.813,41.688
147079,59941,-91.688,41.688
146631,59716,-91.813,41.688
144615,59491,-91.938,41.688
138343,60166,-91.563,41.688
138343,59941,-91.688,41.688
137223,59941,-91.688,41.688
135879,59941,-91.688,41.688
134759,59491,-91.938,41.688
132519,59716,-91.813,41.688
128935,59716,-91.813,41.688
128263,59491,-91.938,41.688
120199,59941,-91.688,41.688
116167,60166,-91.563,41.688
115943,59941,-91.688,41.688
112583,60166,-91.563,41.688
103623,59716,-91.813,41.688
99591,59941,-91.688,41.688
97799,59716,-91.813,41.688
96455,59941,-91.688,41.688
95783,59491,-91.938,41.688
89735,59491,-91.938,41.688
88391,59491,-91.938,41.688
85479,59941,-91.688,41.688
84807,59941,-91.688,41.688
82791,59941,-91.688,41.688
81223,59716,-91.813,41.688
79207,59941,-91.688,41.688
72711,59716,-91.813,41.688
70023,59491,-91.938,41.688
66887,59941,-91.688,41.688
66663,59716,-91.813,41.688
61735,59491,-91.938,41.688
58823,59716,-91.813,41.688
58599,59491,-91.938,41.688
58375,59491,-91.938,41.688
57255,59941,-91.688,41.688
57031,59716,-91.813,41.688
56807,59716,-91.813,41.688
55911,60166,-91.563,41.688
55239,59491,-91.938,41.688
53671,59941,-91.688,41.688
49863,59941,-91.688,41.688
44487,59716,-91.813,41.688
37319,59716,-91.813,41.688
35079,59941,-91.688,41.688
33063,59716,-91.813,41.688
31047,59716,-91.813,41.688
29703,59716,-91.813,41.688
29703,59941,-91.688,41.688
25671,60166,-91.563,41.688
25671,59941,-91.688,41.688
21415,59716,-91.813,41.688
18951,59941,-91.688,41.688
17607,59941,-91.688,41.688
16935,59716,-91.813,41.688
16711,59716,-91.813,41.688
16711,59491,-91.938,41.688
15367,60166,-91.563,41.688
12455,59491,-91.938,41.688
10663,59716,-91.813,41.688
4167,59491,-91.938,41.688
476808,60166,-91.563,41.688
476584,60166,-91.563,41.688
476360,60166,-91.563,41.688
476360,59941,-91.688,41.688
476136,59941,-91.688,41.688
475912,59941,-91.688,41.688
475688,59941,-91.688,41.688
475464,59941,-91.688,41.688
475240,59941,-91.688,41.688
475016,59941,-91.688,41.688
474792,59941,-91.688,41.688
474568,59941,-91.688,41.688
474344,59941,-91.688,41.688
474120,59941,-91.688,41.688
473896,59941,-91.688,41.688
473224,59941,-91.688,41.688
473000,59941,-91.688,41.688
472328,59941,-91.688,41.688
471656,59941,-91.688,41.688
471432,59941,-91.688,41.688
470536,59941,-91.688,41.688
468744,59941,-91.688,41.688
468520,59941,-91.688,41.688
468072,59941,-91.688,41.688
466504,59941,-91.688,41.688
466056,59941,-91.688,41.688
463592,59941,-91.688,41.688
454631,59941,-91.688,41.688
440743,59941,-91.688,41.688
446568,59716,-91.813,41.688
446344,59716,-91.813,41.688
446120,59716,-91.813,41.688
445896,59716,-91.813,41.688
445672,59716,-91.813,41.688
445448,59716,-91.813,41.688
445224,59716,-91.813,41.688
445000,59716,-91.813,41.688
444104,59716,-91.813,41.688
443880,59716,-91.813,41.688
443208,59716,-91.813,41.688
441640,59716,-91.813,41.688
440968,59716,-91.813,41.688
440744,59716,-91.813,41.688
440520,59716,-91.813,41.688
439624,59716,-91.813,41.688
438728,59716,-91.813,41.688
437832,59716,-91.813,41.688
437608,59716,-91.813,41.688
437384,59716,-91.813,41.688
436936,59716,-91.813,41.688
412073,59716,-91.813,41.688
398857,60166,-91.563,41.688
398857,59941,-91.688,41.688
416552,59716,-91.813,41.688
413640,59941,-91.688,41.688
412968,59716,-91.813,41.688
411848,59941,-91.688,41.688
411176,59716,-91.813,41.688
410952,59716,-91.813,41.688
408711,59941,-91.688,41.688
407367,59716,-91.813,41.688
407591,59716,-91.813,41.688
410504,59716,-91.813,41.688
409608,59716,-91.813,41.688
409384,59716,-91.813,41.688
408712,59716,-91.813,41.688
408040,59716,-91.813,41.688
408040,59491,-91.938,41.688
406472,59491,-91.938,41.688
402664,59491,-91.938,41.688
401992,59491,-91.938,41.688
400648,59941,-91.688,41.688
400200,59716,-91.813,41.688
398632,59491,-91.938,41.688
395048,59491,-91.938,41.688
393480,59941,-91.688,41.688
392360,59491,-91.938,41.688
390792,59716,-91.813,41.688
389448,59491,-91.938,41.688
386088,59716,-91.813,41.688
385864,59941,-91.688,41.688
382952,59491,-91.938,41.688
382280,59716,-91.813,41.688
308361,59941,-91.688,41.688
388103,59491,-91.938,41.688
374439,59716,-91.813,41.688
328967,59941,-91.688,41.688
378248,59491,-91.938,41.688
378024,59491,-91.938,41.688
377800,59491,-91.938,41.688
377576,59491,-91.938,41.688
377352,59491,-91.938,41.688
377128,59491,-91.938,41.688
376904,59491,-91.938,41.688
376680,59491,-91.938,41.688
376456,59491,-91.938,41.688
376232,59491,-91.938,41.688
376008,59491,-91.938,41.688
375784,59491,-91.938,41.688
375560,59491,-91.938,41.688
375336,59491,-91.938,41.688
374888,59491,-91.938,41.688
374440,59491,-91.938,41.688
371304,59491,-91.938,41.688
370856,59491,-91.938,41.688
369736,59491,-91.938,41.688
366152,59491,-91.938,41.688
365032,60166,-91.563,41.688
363688,59716,-91.813,41.688
363016,59491,-91.938,41.688
361224,59716,-91.813,41.688
357864,59491,-91.938,41.688
354504,59941,-91.688,41.688
353832,59491,-91.938,41.688
351144,60166,-91.563,41.688
346888,59716,-91.813,41.688
344872,59941,-91.688,41.688
343752,59491,-91.938,41.688
342184,59941,-91.688,41.688
341736,59716,-91.813,41.688
341512,59491,-91.938,41.688
338152,59716,-91.813,41.688
337928,59491,-91.938,41.688
331432,59941,-91.688,41.688
330088,59491,-91.938,41.688
328520,59491,-91.938,41.688
327176,59491,-91.938,41.688
326056,59941,-91.688,41.688
323592,59941,-91.688,41.688
320680,59716,-91.813,41.688
318664,59491,-91.938,41.688
316872,59941,-91.688,41.688
302537,59491,-91.938,41.688
